198	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vvm1939m-words#@vvm1939m#134.084#134.493
199	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvm1939m-words#@vvm1939m#134.493#134.902
200	председателем	председатель	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#134.902#135.311
201	жюри	жюри	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#135.311#135.72
202	на	на	ADP	_	_	_	_	_	@vvm1939m-words#@vvm1939m#135.72#136.129
203	Сахалине	Сахалин	PROPN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@vvm1939m-words#@vvm1939m#136.129#136.538
204	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#136.538#136.947
205	там	там	ADV	_	Degree=Pos	_	_	_	@vvm1939m-words#@vvm1939m#136.947#137.356
206	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvm1939m-words#@vvm1939m#137.356#137.766
207	э	э	INTJ	_	_	_	_	_	@vvm1939m-words#@vvm1939m#139.24#139.689
208	из	из	ADP	_	_	_	_	_	@vvm1939m-words#@vvm1939m#139.689#140.138
209	сериальных	сериальный	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@vvm1939m-words#@vvm1939m#140.138#140.587
210	фильмов	фильм	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@vvm1939m-words#@vvm1939m#140.587#141.038
211	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vvm1939m-words#@vvm1939m#141.629#142.006
212	должен	должный	ADJ	_	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	_	_	_	@vvm1939m-words#@vvm1939m#142.006#142.383
213	сказать	сказать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@vvm1939m-words#@vvm1939m#142.383#142.76
214	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#142.76#143.137
215	что	что	SCONJ	_	_	_	_	_	@vvm1939m-words#@vvm1939m#143.137#143.514
216	сериалы	сериал	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@vvm1939m-words#@vvm1939m#143.514#143.891
217	очень	очень	ADV	_	Degree=Pos	_	_	_	@vvm1939m-words#@vvm1939m#143.891#144.268
218	интересные	интересный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@vvm1939m-words#@vvm1939m#144.268#144.645
219	/	/	PUNCT	_	_	_	_	_	@vvm1939m-words#@vvm1939m#144.645#145.022
220	очень	очень	ADV	_	Degree=Pos	_	_	_	@vvm1939m-words#@vvm1939m#145.022#145.399
221	просто	просто	PART	_	_	_	_	_	@vvm1939m-words#@vvm1939m#145.399#145.779
222	ну	ну	PART	_	_	_	_	_	@vvm1939m-words#@vvm1939m#146.428#146.819
223	вот	вот	PART	_	_	_	_	_	@vvm1939m-words#@vvm1939m#146.819#147.21
